PRICE,BEDROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST
548000,3,2,377,88,1987,3274
665000,3,2,389,114,1900,11700
350000,3,,530,115,1985,11000
315000,4,2,603,165,2006,31100
1340000,2,2,755,280,2013,10600
585000,4,14,2584,240,1995,34600
485000,4,2,641,187,2003,28000
315000,3,2,683,140,1972,14800
1187500,3,2,496,195,1987,6200
645000,4,1,505,157,1991,10600
299000,3,1,812,92,1981,56100
1160000,4,2,623,139,1938,3900
1400000,5,3,1029,163,1973,9700
300000,4,3,729,135,1970,32200
970000,4,2,3997,200,1988,16300
1025000,4,2,557,247,,8600
540000,3,4,680,177,1990,41400
1425000,4,5,771,180,1961,8100
610000,2,1,784,98,,14500
405000,4,2,756,225,1996,55600
430000,4,2,564,154,2001,14100
324000,3,2,186,94,2015,15600
1470000,3,2,402,305,2008,18400
1900000,5,7,1107,553,1985,8800
691500,4,,558,227,2000,26100
611500,5,4,779,226,1981,14000
295000,3,2,499,119,2003,35600
409000,3,1,700,154,1978,13500
670000,4,2,705,261,1992,25800
511500,4,2,711,165,1993,15300
490000,4,2,578,179,,18300
670000,4,2,703,181,1980,21800
2025000,4,5,877,375,2008,8200
280000,3,2,287,118,2010,34800
705000,3,2,313,143,1999,5900
485000,4,2,622,175,2000,19400
290000,3,1,225,97,2005,25300
435000,6,2,709,316,1989,34300
860000,4,2,567,247,2010,11200
800000,4,2,521,157,1994,9900
730000,2,1,373,190,1968,13300
220000,3,3,683,86,1975,12300
768000,4,,2321,210,1975,18200
430000,5,2,608,211,2004,37100
63000,4,2,8197,223,1990,31600
840000,4,2,717,286,1985,13400
466000,3,1,700,113,1985,17500
340000,3,2,510,134,2006,31300
390000,5,3,4000,265,,29600
426500,4,4,566,159,1993,11100
300000,3,2,221,118,2015,38100
325000,3,1,809,99,1970,14200
680000,4,2,700,320,2005,14200
920000,4,2,756,201,1977,13300
457000,3,4,487,114,1991,12700
462000,4,4,510,207,2013,21800
585000,4,1,797,171,1999,6700
950000,4,2,1530,282,2004,29100
877500,4,2,974,360,1990,20300
565000,4,2,595,153,1999,21200
678000,4,2,736,227,1994,17400
729000,4,2,630,287,1995,15800
1100000,5,4,831,500,1900,13300
169500,4,2,405,173,2016,55700
370000,4,2,447,166,2007,32500
960000,4,3,701,254,2005,14800
742000,4,6,1354,198,2000,35000
925000,3,2,1063,168,1993,8300
680000,4,3,1011,199,1935,23700
429100,4,2,552,147,1997,17400
499000,4,2,567,198,1997,12000
880000,5,2,655,315,2012,27700
365000,4,2,395,164,2013,23100
575000,3,1,1260,202,1974,18700
1710000,4,2,442,360,2011,15800
800000,4,4,793,194,1989,19800
460000,4,2,634,190,2006,24700
360000,4,1,1084,145,1972,17800
650000,4,8,1880,205,1993,28400
475000,3,2,246,110,2015,25400
590000,4,,575,204,2001,9000
399000,3,,2446,89,1950,34500
1025000,3,2,455,176,1910,16900
450000,4,7,686,91,1973,24700
420000,4,2,1182,126,1988,39100
193000,3,2,809,104,1964,18000
1900000,3,2,207,162,2002,11000
1335000,4,2,908,216,1950,4200
458000,4,2,450,163,,14800
540000,3,2,245,109,1996,10200
345000,4,1,684,150,1977,39600
290000,4,2,389,144,2011,54800
1880000,3,2,1012,167,1952,7400
1200000,4,,414,170,1930,3400
380000,3,,285,118,1998,9000
275000,3,2,713,87,,32700
280000,3,2,812,134,1969,33700
695000,3,,307,107,1920,11800
590000,3,2,448,140,1900,12500
249500,3,1,734,92,1980,38100
325000,3,2,447,144,2009,34700
420000,3,1,940,151,2015,23700
392000,4,2,700,140,1987,14600
962000,5,2,818,277,,7400
640000,3,2,778,267,2001,15700
279000,4,2,533,141,,12200
822000,4,2,578,285,2008,28300
900000,4,2,737,304,2004,26700
660000,4,2,3999,200,2002,28700
985000,3,2,20681,208,1990,23600
295000,3,1,454,128,,38200
1000000,3,1,651,105,1936,4400
777000,4,2,430,133,1910,5900
220000,3,1,698,103,1979,40100
1200000,4,2,731,196,1980,7600
835000,5,4,23182,287,,27400
920000,4,2,799,180,1959,14800
275000,3,4,790,122,1970,25100
440000,3,1,728,106,1960,11900
287000,3,1,513,111,,17100
563000,4,2,638,212,2006,12600
850000,4,2,720,229,1992,12500
800000,5,,550,258,2008,6700
740000,4,2,9689,244,2005,16900
436000,4,2,635,148,,9100
730000,4,2,4660,350,2004,30000
374500,2,2,910,97,1964,18600
940000,4,2,864,293,1988,20600
970000,2,2,1011,103,1935,16700
512000,4,2,500,175,2000,12400
745000,4,2,962,207,1986,18600
410000,3,2,682,121,1973,17300
630000,4,3,750,128,1976,6400
620000,4,2,700,225,2001,20700
560000,4,4,589,169,2010,13100
1900000,4,2,954,264,1990,10700
450000,4,2,600,159,2002,14700
810000,4,2,821,264,1989,12400
400000,2,1,6129,82,1987,15300
930000,3,2,195,159,1974,10100
307500,3,1,188,83,1987,9600
1010000,3,2,278,172,1995,2700
515000,2,2,2661,100,1982,4100
325000,4,2,318,130,2011,29300
507000,2,2,2824,128,2001,16300
520000,3,1,316,109,1989,15200
221000,3,1,239,110,2012,25300
550000,3,2,254,123,1999,20000
208000,3,2,216,111,2010,24300
520000,2,1,3993,79,,9900
315000,3,2,3428,86,1975,7200
450000,4,1,15063,129,,24100
765000,5,2,317,230,2010,11000
390000,1,1,3437,75,2000,3400
309000,4,2,228,126,2009,22800
210000,3,1,6579,88,1990,15300
400000,3,2,9174,120,2005,16100
316000,1,1,3397,60,,17100
380000,2,1,144,76,1985,10700
630000,3,2,4064,147,1976,12900
385000,3,2,369,139,2014,27300
465000,2,1,3260,133,1997,12200
223000,2,1,3949,86,1990,12700
260000,2,1,316,68,1989,18000
305000,3,2,3186,87,2008,16100
487500,4,1,304,142,1991,12100
425000,3,2,305,191,2015,25400
1280000,6,2,915,510,1994,21600
455000,3,2,441,165,2006,22000
361000,4,2,450,136,2011,29600
860000,5,2,703,268,1959,7200
650000,4,2,684,131,1976,21100
900000,4,2,726,300,1997,20100
565000,5,1,20249,190,1975,21900
725000,3,1,710,138,1988,19900
525000,4,2,623,204,2006,24900
329000,3,1,501,128,,19900
380000,3,2,906,124,1965,7100
640000,5,4,690,121,1983,14000
665000,3,2,400,147,1962,6100
670000,5,4,728,205,1973,12000
680000,2,2,990,96,1957,41400
320000,4,1,498,135,1995,12100
775000,3,1,426,130,1988,10500
1475000,4,,10178,250,2002,17400
790000,3,5,23184,270,1996,50400
940000,3,3,506,95,,13100
381000,1,1,971,64,1945,11800
1150000,4,2,28315,176,1978,24200
410000,3,,964,132,1979,7600
850000,4,2,20000,216,,31400
390000,3,1,849,125,1988,39200
625000,4,2,510,245,2015,40400
602500,4,2,3237,182,1971,26500
460000,4,2,612,183,,29100
760000,4,2,983,270,1959,5700
1900000,4,2,402,401,1910,9100
1350000,4,2,910,235,1966,9400
455000,3,4,674,125,1965,6500
1500000,3,2,1010,231,2012,12600
1300000,4,2,550,250,2004,9000
560000,4,2,594,211,2011,52600
950000,6,2,2074,341,2007,24100
700000,3,2,20234,193,1988,37700
429000,3,7,684,100,1978,20500
700000,2,1,562,130,1954,5100
675000,3,2,20618,237,2012,39600
685000,3,2,20415,222,,46200
270000,4,4,20002,232,1981,24700
1030000,4,2,20083,231,2002,30900
132000,2,,22878,320,2004,28700
987500,4,,20031,294,2006,29200
70000,4,,9999,259,1999,24900
622000,3,2,765,104,2001,5100
510000,3,2,331,120,2008,6400
730000,4,2,607,225,2006,16200
462500,4,2,703,178,2002,27600
1075000,4,2,759,150,1958,4400
1345000,5,2,859,231,1956,9900
940000,5,2,799,296,1985,12700
760000,4,2,490,200,1995,20100
489000,3,2,562,166,2003,19900
448000,4,2,660,167,2010,14100
562500,3,2,802,139,1947,10900
1170000,4,5,679,101,1962,4200
1150000,6,5,20072,147,1990,50400
460000,4,2,612,210,2004,28900
1005000,3,4,766,163,1949,4200
260000,4,,438,208,2013,26900
440000,3,2,813,126,2007,13800
825000,3,8,1012,90,1962,6100
800000,5,2,20612,238,2005,52500
440000,4,1,701,146,1988,16300
395000,3,2,662,154,2013,17900
1100000,4,4,707,206,1968,8900
1270000,4,4,846,226,1970,8800
1150000,3,2,33530,192,1994,22600
233000,4,,20120,250,,27000
821000,3,4,20538,202,1980,20800
1515000,5,5,651,196,,3800
1240000,4,1,838,220,1947,6300
925000,3,2,330,235,2003,7900
352500,4,2,560,125,1997,35800
1080000,4,1,612,180,1940,4400
335000,3,2,375,144,2012,53500
170000,5,,10001,273,2005,19100
270000,3,1,681,90,1988,40100
125000,4,1,2059,230,2006,41200
600000,4,2,4078,166,1997,29800
280000,3,2,35517,327,2014,28200
368000,3,1,809,115,1990,17500
765000,4,2,27145,126,2003,28600
115000,4,,24733,194,,28800
460000,4,2,20196,239,,33200
1305000,8,2,292462,200,1995,45700
570000,3,2,283,151,2006,5500
755000,4,2,301,247,1999,15800
485000,4,4,438,134,2010,11600
680000,3,2,241,205,1998,5500
685000,5,2,3198,359,1992,27800
660000,3,,694,223,1971,12600
550000,4,2,20446,196,,39000
545000,2,2,728,105,1962,7200
392500,4,2,345,149,2014,43400
575000,4,2,860,248,2005,17100
290000,3,,846,137,1973,53300
400000,3,2,816,95,1970,12500
527500,5,2,547,224,2006,21300
650000,4,3,1629,150,1977,19700
980000,5,10,2399,261,2006,23700
1095000,4,3,440,275,2000,10400
660000,3,1,51869,134,1959,13600
565000,3,2,582,208,2014,26500
480000,4,8,670,195,1984,10300
485000,4,2,671,176,1999,29000
540000,3,1,386,154,1962,10300
385000,4,2,288,131,,27200
605000,4,2,474,239,1999,27100
532500,3,2,1012,161,1992,20600
400000,4,2,540,195,2012,19000
415000,3,4,590,162,1965,11700
1550000,4,4,587,308,1947,9400
505000,3,,3681,192,1986,18600
1335000,4,2,847,294,1970,8600
590000,4,2,2075,200,1976,24000
317500,4,2,540,143,1997,33200
1300000,5,2,1012,257,1960,8200
120000,4,3,36805,197,1970,28400
512000,3,2,2000,182,1963,23200
970000,5,2,7841,254,1986,31800
605000,3,2,302,125,1992,9800
668000,3,2,257,125,1995,3900
1050000,3,,285,264,2012,11200
400000,3,1,684,116,1984,11700
298000,3,2,398,173,,50800
1280000,4,2,506,231,2009,13100
620000,4,2,600,213,2002,28300
842000,3,4,511,121,1922,4600
721750,2,2,1880,200,1946,21000
780000,4,2,381,238,2007,27200
460000,4,2,375,183,2014,20000
410000,3,5,694,167,1974,12600
500000,4,2,681,190,2004,14100
340000,3,1,725,90,1973,13100
506500,4,1,691,154,1989,21800
830137,3,2,488,167,1939,15800
405000,4,2,581,223,2009,42000
525000,4,,450,210,2014,26500
580000,3,,1037,133,1952,14400
801000,3,3,6067,160,,13100
780000,4,5,1012,180,1954,6200
258000,3,1,690,120,1984,40600
825000,3,,12712,176,1998,24100
587000,3,,331,156,2007,27000
1500000,4,2,728,254,2008,11500
422600,4,,20121,242,1989,26900
875000,4,,762,256,1917,3200
335000,3,2,335,136,2008,37900
560000,3,2,612,222,2008,27100
372500,3,1,700,110,1989,12300
1500000,4,2,835,267,2000,9400
1002000,3,1,614,145,1939,4400
780000,4,2,2237,218,1999,16900
394000,4,6,1518,142,1982,40400
1030000,3,2,24460,143,1997,22500
590000,3,2,394,180,2005,41500
750000,3,2,286,145,1993,15800
567000,6,2,865,198,1970,15100
730000,3,2,1391,127,1993,15800
780000,3,2,513,90,1990,8200
890000,4,3,380,166,2009,14300
495000,3,2,332,130,2004,6500
1050000,2,2,284,196,2003,2200
895000,3,3,507,159,1963,13000
590000,4,2,1080,259,2011,24300
321000,3,,848,104,1955,9000
1030000,4,2,38699,176,1975,22700
500000,4,2,574,204,2006,24800
410000,4,1,497,128,,19900
540000,3,3,812,164,1974,15600
385000,4,2,430,213,2002,39500
280000,4,8,921,145,1970,17500
685000,4,2,2400,214,2008,23700
425000,3,1,299,82,1978,5400
580000,4,2,900,213,1998,18400
735000,3,2,438,196,1998,27100
558000,3,2,1101,186,1994,20600
500000,4,2,540,200,2012,19000
380000,3,1,850,102,1988,39100
1675000,4,4,736,298,2012,12200
660000,4,2,22427,180,1995,40500
1600000,3,2,652,275,2000,3700
335000,4,2,1040,164,,26000
850000,2,2,852,142,1938,4400
490000,4,2,775,300,1996,50700
1201500,5,2,453,298,2006,4200
380000,5,3,1011,165,1974,27300
1260000,2,2,1013,167,1952,10300
455000,4,4,641,204,2001,12900
285000,8,,59703,516,2005,22300
980000,4,3,818,333,2009,19200
569000,3,2,40757,122,,46200
917000,4,2,20745,297,2006,24600
475000,4,2,40365,232,1969,24600
255000,3,2,21134,241,2006,24500
705000,3,2,12135,252,1965,23400
1372000,5,2,440,272,2013,9500
575000,3,2,167,127,,2000
1620000,3,3,376,280,2009,3300
1505000,4,2,572,335,2013,9500
686500,4,3,635,242,,22700
535000,4,2,608,205,1999,27600
550000,4,2,3686,208,1985,26100
492000,4,2,2016,160,,27700
665000,3,,20234,148,1954,31300
645000,3,1,2758,170,1919,21000
415000,3,1,717,143,,17000
825000,4,2,766,250,1997,19400
640000,3,2,4147,220,1986,28700
2150000,4,3,987,215,1963,10200
570000,4,2,550,186,2004,15200
2100000,4,2,551,361,2011,10600
1550000,4,2,734,256,1938,6100
700000,2,1,280,115,1900,15800
248000,2,,4000,191,,49000
500000,4,2,746,230,1994,14200
1430000,4,2,10243,258,1996,17300
260000,4,2,4107,227,1996,32200
450000,4,2,388,224,2015,26800
581888,4,2,589,210,2007,13700
318500,3,1,683,152,1986,38200
530000,5,2,10002,218,2002,24100
570000,4,4,357,68,1960,7000
1150000,4,2,20043,278,1994,19600
248750,3,2,299,150,,17900
475000,3,2,2091,175,1969,33000
430000,4,,450,199,1998,20200
825000,4,4,607,160,1970,5000
1130000,5,2,846,177,1967,8700
1125000,4,2,202590,262,2002,33200
850000,4,2,9999,246,2000,18100
720000,4,2,20538,130,1980,20800
310000,3,1,694,89,1991,15200
1150000,4,5,20232,328,1999,27900
170000,4,2,40468,296,2005,29000
860000,4,6,20011,252,1993,28200
445000,3,3,1084,130,1973,9500
322500,4,1,1518,122,1940,40400
215000,2,3,1024,93,1955,34000
732750,4,2,400,181,,6700
475000,4,2,474,186,2010,11600
1225000,5,4,788,157,1977,41500
1085000,3,4,507,131,1966,13000
445000,4,2,737,205,1999,27500
420000,4,2,603,176,,50900
159000,4,,300,132,2014,26000
160000,3,1,365,75,1972,33500
380000,3,1,484,99,1994,20000
360000,2,2,1009,92,1954,25600
2400000,4,2,708,136,1925,10600
1455000,4,2,419,240,2009,4500
453000,4,,19999,320,,35800
770000,3,1,829,106,1960,10300
415000,3,2,540,120,2002,13100
328000,3,2,504,169,2007,50400
1283000,4,2,792,228,1990,23000
400000,3,1,2027,101,1972,20700
295000,3,,38150,231,2009,22700
365000,3,1,850,125,1988,39100
387000,4,2,571,158,1999,20200
330000,4,2,455,119,2003,35500
1080000,6,10,90582,174,1960,24300
515000,3,2,419,113,,23300
952000,4,,21986,235,2005,51900
775000,4,2,10740,211,2000,28400
490000,3,1,5450,141,,32100
560000,4,,263,103,1929,6100
380000,3,2,599,133,,34900
204600,2,3,883,274,1963,15000
630000,4,,555,200,2007,16000
190000,3,2,686,117,1989,10600
693000,4,2,510,219,2008,12200
635000,3,1,702,120,1976,12700
618500,4,2,705,161,1989,19900
325000,3,1,253,108,2004,9100
760000,4,2,2020,155,,34700
560000,3,2,422,154,,20100
645000,4,2,771,266,1983,14100
600000,4,2,742,240,1997,14800
1000000,3,2,508,171,1925,2200
497000,3,1,687,118,1976,18600
229000,4,6,714,100,1978,25100
730000,3,1,712,114,1970,15900
740000,4,2,20017,162,2010,36000
2000000,4,2,809,310,2009,5900
253800,3,1,766,103,1988,33800
312000,3,1,683,133,1978,38100
305000,3,1,208,116,2012,31800
920000,4,2,21148,197,2000,20000
880000,4,2,757,230,1994,17600
755000,3,5,550,195,1961,7000
340000,3,,310,134,2015,52800
949000,7,4,749,294,1989,23300
700000,4,2,2233,269,2007,41300
685000,4,2,475,153,2015,9300
380000,3,1,816,124,1994,5300
358000,3,2,438,116,2002,35600
505000,3,2,435,169,1990,10000
1100000,4,2,788,74,1950,41500
735000,4,2,735,179,1986,13200
175000,3,2,355,133,2015,26000
280000,5,2,683,147,1979,21100
1295000,4,2,490,235,2001,4400
920000,4,3,37473,195,2002,30800
255000,4,1,553,125,2001,35100
725000,4,3,683,146,1976,12700
1950000,2,2,820,244,1937,9600
900000,5,2,720,286,1998,16100
705000,3,2,469,210,,28200
380000,4,,20299,165,1985,20900
700250,3,4,350,209,2012,6900
1375000,3,2,443,127,1978,3600
430000,4,3,698,166,,13800
435000,4,2,621,145,1998,29000
266000,2,1,972,117,1935,11900
650000,1,1,20751,135,1935,20700
795000,3,2,512,159,1920,15000
680000,3,2,1082,115,1960,7700
670000,4,2,389,200,1999,27100
450000,4,2,480,181,2013,19000
1375000,3,1,846,227,2001,8800
102000,2,1,850,130,1988,39100
980000,3,4,326,141,1993,3700
540000,4,1,1900,152,1984,18500
480000,4,2,663,202,1997,16000
576000,3,1,820,82,1957,7600
485000,3,2,783,115,1980,20500
630000,3,,1040,133,1952,14300
920000,4,2,562,224,1954,5100
920000,5,5,454,349,2015,5800
292500,3,1,728,100,1969,10500
410000,3,1,687,152,1989,10600
558000,4,2,765,219,,21300
1200000,5,,20229,355,,27600
395000,3,1,625,96,2009,24700
480000,4,2,745,192,1980,15600
679000,6,10,20240,129,,29200
1420000,4,2,429,289,1922,4600
708000,2,,618,251,,16100
1250000,4,2,1012,232,1967,9000
855000,4,2,308,170,2008,10400
585000,4,2,680,144,1987,17100
1900000,3,2,809,243,,6000
690000,4,2,585,254,2009,13700
700000,4,2,776,214,1983,21600
517000,4,2,603,199,2007,34800
1400000,3,1,1012,135,1958,8200
815000,4,2,20010,185,,50100
360000,4,2,738,134,1971,12800
415000,3,2,472,155,,14300
800000,4,2,26046,263,,28400
237500,4,2,1013,281,2000,10800
685000,3,2,410,99,1982,2400
750000,4,1,2236,249,2006,41300
570000,3,,20166,142,1985,39300
655000,3,2,255,150,2007,10400
640000,3,2,983,162,2007,6100
760000,4,2,858,233,2010,15400
490000,3,3,450,90,1976,7300
300000,2,1,977,70,,6300
430000,4,,415,150,2010,18000
1450000,3,2,405,150,1989,9500
400000,2,2,1147,72,1974,10700
1425000,4,2,465,325,2003,11100
643000,3,1,580,137,2001,6100
445000,3,2,312,127,2003,9200
565000,2,1,388,110,1955,7400
710000,3,2,365,155,2000,10200
528000,3,2,270,122,2007,6400
224000,3,1,1050,98,1991,25300
1030000,2,,430,175,1930,11600
820000,4,2,261,166,1989,16000
585000,4,2,481,173,2011,14400
817500,3,2,354,228,2002,9800
441500,4,2,500,163,2012,14600
580000,4,2,1012,184,1999,23900
930000,4,2,365,281,2016,14900
1015000,4,2,588,219,2001,10100
920000,3,2,489,128,1981,7000
650000,4,12,1358,288,2006,13900
360000,3,4,396,128,2004,9200
690000,3,1,165,111,2000,11300
845000,4,2,421,184,2004,8700
625000,3,2,2445,144,,23300
321000,3,2,302,128,2011,24000
1250000,4,2,522,308,2014,10000
445000,3,1,471,114,1990,25400
1000000,4,,645,221,1998,9600
850000,3,2,456,192,1995,8300
870000,2,1,288,130,1997,16000
352000,4,2,581,155,2010,38200
575000,3,2,902,154,1991,18900
365000,3,1,378,118,2010,19400
376000,3,2,334,139,2012,20600
410000,3,2,305,117,2014,12400
430000,3,2,1161,149,2004,14000
240000,3,1,501,108,1989,16700
275000,2,1,1121,75,1968,40100
401000,3,2,425,122,1990,21900
1460000,3,2,283,209,1998,8900
800000,3,2,480,98,,8700
625000,3,2,359,144,2001,12200
467500,3,2,245,160,,7400
440000,4,2,533,144,1964,8800
800000,3,2,165,111,2000,11300
1150000,4,2,410,240,2008,10800
392500,3,1,472,98,1990,10500
424000,3,2,302,128,2010,24100
490000,3,,444,75,1967,9800
324000,3,2,320,129,1995,15900
1007500,4,3,799,252,2006,6900
1355000,3,,405,245,2007,7000
375000,3,2,302,127,2007,17500
555000,3,1,928,105,,10200
470000,4,2,540,154,1999,14100
325000,3,1,734,120,1977,22200
440000,4,2,540,220,2003,24900
575000,4,2,2023,255,2007,40000
193000,3,2,406,124,,17100
753000,2,1,200,99,2008,15700
285000,3,1,579,110,1993,34800
500000,4,1,1421,180,1978,18500
730000,3,2,322,170,2002,10200
425000,4,2,605,170,2003,45600
487000,4,1,750,168,1984,16700
715000,4,2,571,194,1995,10000
400000,3,2,694,119,2001,13900
302000,3,,350,137,,42100
1200000,3,2,259,232,2012,7100
420000,3,2,439,160,,26600
353000,4,2,570,174,2005,33100
365000,3,2,705,97,1977,27200
415000,3,2,561,99,2001,14700
472000,5,,542,225,,40300
400000,4,2,375,161,2015,40100
795000,4,2,711,255,2009,24300
525000,4,2,403,163,2013,21300
440000,4,2,495,139,2002,21300
1450000,8,2,1099,560,1987,7500
1180000,4,2,802,201,1966,9100
317000,4,6,17652,251,1980,22800
630000,4,2,709,203,1989,19800
560000,4,2,243,159,2003,26600
405000,4,2,611,197,,47200
390000,3,2,691,101,1976,10500
325000,3,2,587,90,1995,19400
560000,4,2,715,200,1995,16800
990000,4,3,734,364,2008,21700
520000,4,2,455,148,2012,13700
97000,4,2,10010,205,1990,24200
485000,4,2,620,247,2007,36600
560000,4,2,544,212,2012,15800
429000,3,5,696,135,1988,12000
475000,4,2,569,170,,25900
515000,4,2,576,243,2007,19800
550000,4,2,608,225,2003,23100
285000,2,1,674,140,1989,18300
830000,4,4,784,155,1961,5300
240000,4,,385,153,2015,19800
1360000,4,2,580,520,2004,6700
340000,3,4,907,96,1966,13800
490000,4,2,556,174,2005,20700
330000,3,2,388,148,2012,22800
435000,4,2,583,126,2001,23100
360000,3,1,698,109,1985,37900
1275000,4,2,437,154,1900,2300
840000,2,1,273,114,1920,2200
600000,3,1,730,134,,12900
1150000,4,3,838,437,2011,37300
390000,4,2,420,196,2012,22200
299000,3,2,330,145,2014,51700
675000,4,2,793,183,1989,24700
279500,3,3,539,106,2004,27700
610000,5,2,790,210,1964,14800
500000,4,2,703,309,2004,45700
1410000,5,2,1064,193,1984,11100
915000,4,2,716,264,1993,15300
595000,4,2,512,193,2011,14200
700000,4,6,668,667,1986,6100
477000,4,1,993,137,1980,16700
555000,4,2,609,228,2006,20300
850000,4,2,3232,310,2014,30600
580000,3,,895,97,1960,8800
695000,4,2,782,197,,15600
540000,5,3,728,153,1969,10400
1650000,4,3,1012,405,2010,4600
1250000,4,2,856,264,1988,6200
537000,4,2,518,247,2015,14400
88000,4,2,5214,198,2002,41400
467000,4,3,433,240,2008,19000
325000,4,2,450,241,,25300
376000,4,2,508,130,2003,18200
1445000,3,2,2525,225,2010,8900
690000,4,3,1517,287,1983,26500
595000,3,4,781,191,1962,43100
1450000,4,6,448,329,2006,8200
1685000,4,2,728,319,2011,8400
335000,2,,830,130,1995,55400
600000,5,2,700,186,1989,16500
423000,3,2,350,153,2007,20400
440000,4,2,574,220,2011,46700
340000,3,1,3781,75,1976,11300
277000,3,1,728,120,,31700
369000,4,2,544,180,2006,50400
345000,4,2,568,184,2011,45700
734000,4,2,559,200,2006,12600
562000,5,,883,274,,21500
438500,4,2,540,195,2010,35500
690000,4,2,712,223,2002,16100
1865000,4,2,607,277,1998,8900
400000,3,1,1013,150,,23400
466000,4,2,592,193,1999,34500
318000,4,1,688,114,1965,36000
340000,3,,792,171,1970,9100
529000,4,1,837,128,1992,15400
162000,3,,336,174,2015,26200
360000,5,2,525,160,1994,19500
650000,4,2,616,190,2004,16000
535000,4,2,705,188,2005,13200
535000,4,2,756,146,1964,14000
378000,4,2,503,144,2003,11900
790000,4,4,532,261,,26500
480000,3,2,683,112,1976,20800
490000,3,2,266,94,1992,4800
460000,4,2,826,128,1984,18800
555000,4,4,2024,206,1994,34200
165000,4,,656,169,2006,12800
1077000,3,2,318,236,2001,6400
500000,3,1,769,113,1974,10900
370000,3,2,302,130,,18900
162000,4,1,1313,140,1973,20900
320000,2,,655,85,1965,17900
479000,4,2,481,244,2011,14900
585000,4,2,675,194,1995,16700
417500,4,2,576,207,2013,26600
650000,4,1,683,159,1972,21000
441000,4,2,604,172,2006,15500
620000,4,3,4537,207,2004,28600
414500,4,3,772,159,1986,12600
1310000,4,,370,273,,6900
495000,4,2,479,166,2012,14600
680000,4,2,728,238,2007,23800
580000,4,2,999,236,1999,45000
428000,3,7,1036,136,1967,18300
444000,4,2,544,156,2004,12400
400000,3,1,1011,120,1954,27300
960000,4,1,420,155,1936,4100
156000,3,1,688,112,1978,10800
521000,4,2,545,223,2014,43700
480000,4,2,1012,152,1971,27100
699000,4,2,4044,230,2006,28700
815000,4,2,551,230,2012,28500
535000,4,2,605,223,1998,20000
505000,4,2,630,187,2004,15000
1000000,4,2,905,250,1978,11800
372000,4,2,699,205,1990,46800
178000,4,2,405,171,2015,55700
380000,3,1,669,110,1992,19500
1405000,3,2,275,236,2016,6700
920000,4,2,619,300,1977,17800
655000,3,5,1012,152,1920,14300
561000,4,2,480,252,2012,21300
815000,3,1,316,107,1920,1800
430000,4,,600,202,2002,27600
1175000,3,2,678,204,2007,16200
909000,4,2,708,201,1979,10100
1950500,4,2,433,272,2006,11700
565000,4,2,1908,199,1988,22900
316000,3,2,512,121,1994,19800
455000,4,2,375,169,,15000
870000,5,2,491,228,2007,10600
380000,4,2,584,187,2004,51600
475500,3,1,729,105,1961,15900
460000,4,2,381,156,2010,22600
800000,4,4,758,500,1972,20300
330000,3,1,656,131,1965,18200
1225000,3,3,720,150,1974,15500
870000,4,7,776,235,1985,18600
465000,4,2,680,192,1996,12300
1630000,5,2,759,281,1935,3600
500000,3,2,558,222,2013,18800
298000,4,7,756,150,1977,22400
645000,4,4,670,250,,13600
467500,4,2,683,111,1990,10400
1050000,4,2,364,205,1996,13700
520000,3,2,735,145,,14900
555000,5,2,591,228,2011,14300
1350000,4,2,447,212,,7200
323000,3,2,384,138,2005,22900
1080000,4,2,427,189,1974,2800
550000,4,2,2001,241,2010,35400
1020000,3,2,374,193,,11900
307000,4,,503,109,1995,47800
415000,4,2,756,163,1999,27400
590000,4,2,4328,195,2001,47300
685000,5,2,699,361,1993,13700
857000,4,2,515,263,1991,19100
420000,4,1,573,97,1985,10800
610000,4,2,544,222,2006,12400
605000,3,3,13323,83,1920,46900
470000,4,2,428,176,,22400
560000,3,1,376,140,1988,9800
760000,4,2,703,234,1983,22400
545000,4,2,608,242,2008,25900
600000,4,2,367,168,1997,5700
1000000,6,2,577,447,2010,28100
410000,3,2,320,154,2013,20500
520000,4,2,513,201,2002,34200
588000,4,2,472,144,,12400
360000,4,2,710,163,,24000
290000,3,1,715,94,1974,38400
1320000,2,2,1012,118,1930,4800
422500,2,1,972,147,1970,20400
480000,4,2,510,162,1996,14500
1100000,5,2,574,292,2007,10500
500000,4,2,539,186,2006,26800
520000,4,2,646,198,1999,11400
450000,3,2,814,159,1992,19000
380000,3,1,850,163,1984,13400
835000,4,2,399,161,1998,6400
740000,3,1,1000,170,1986,10700
585000,4,2,655,240,1998,27000
650000,5,2,630,248,2010,12700
453200,4,2,652,155,,27400
500000,4,4,598,188,1997,11800
369000,4,1,776,155,1989,34000
360000,4,2,448,193,2008,32400
745000,5,3,2026,288,2000,20500
1050000,3,2,255,154,,11900
495000,4,2,603,220,2012,24300
590000,4,2,508,179,2012,13300
605000,3,1,734,164,1974,15100
525000,3,2,728,103,1966,14900
768000,3,,682,261,2005,22100
457000,4,2,592,165,2005,14400
561000,3,2,728,124,1955,10000
381000,4,1,666,148,,32900
769000,4,2,434,368,2006,7400
330000,4,2,699,185,,23100
1760000,5,2,907,375,1980,9600
567500,4,2,682,179,,28800
840000,4,2,684,240,1980,12800
568000,4,2,450,200,2013,20200
450000,4,2,546,179,2000,20700
418000,4,2,360,165,2015,20300
650000,3,2,978,147,1925,15700
